County,Year,Deaths,State
Hamilton County,2009,80, OH
Hamilton County,2009,37, TN
Hampden County,2009,51, MA
Hampshire County,2009,14, MA
Hancock County,2009,12, MS
Haralson County,2009,11, GA
Hardin County,2009,13, KY
Hardin County,2009,11, TX
Harford County,2009,30, MD
Harris County,2009,422, TX
Harrison County,2009,30, MS
Hartford County,2009,84, CT
Hawaii County,2009,28, HI
Hawkins County,2009,12, TN
Hendricks County,2009,11, IN
Hennepin County,2009,89, MN
Henrico County,2009,19, VA
Henry County,2009,27, GA
Henry County,2009,11, IN
Henry County,2009,13, VA
Hernando County,2009,43, FL
Hidalgo County,2009,18, TX
Hillsborough County,2009,270, FL
Hillsborough County,2009,42, NH
Honolulu County,2009,81, HI
Horry County,2009,37, SC
Houston County,2009,10, AL
Howard County,2009,14, IN
Howard County,2009,16, MD
Howell County,2009,11, MO
Hudson County,2009,12, NJ
Humboldt County,2009,34, CA
Imperial County,2009,13, CA
Indian River County,2009,31, FL
Ingham County,2009,26, MI
Iredell County,2009,26, NC
Jackson County,2009,11, GA
Jackson County,2009,16, MI
Jackson County,2009,100, MO
Jackson County,2009,42, MS
Jackson County,2009,13, OR
Jasper County,2009,18, MO
Jefferson County,2009,129, AL
Jefferson County,2009,44, CO
Jefferson County,2009,85, KY
Jefferson County,2009,42, MO
Jefferson County,2009,22, OH
Jefferson County,2009,11, TN
Jefferson County,2009,30, TX
Jefferson Parish,2009,71, LA
Jessamine County,2009,14, KY
Johnson County,2009,10, IN
Johnson County,2009,37, KS
Johnson County,2009,11, KY
Johnston County,2009,11, NC
Kalamazoo County,2009,22, MI
Kanawha County,2009,18, WV
Kane County,2009,28, IL
Kankakee County,2009,13, IL
Kenai Peninsula Borough,2009,11, AK
Kenosha County,2009,29, WI
Kent County,2009,15, DE
Kent County,2009,64, MI
Kent County,2009,28, RI
Kenton County,2009,36, KY
Kern County,2009,129, CA
King County,2009,246, WA
Kings County,2009,197, NY
Kitsap County,2009,24, WA
Knox County,2009,13, KY
Knox County,2009,62, TN
Kootenai County,2009,10, ID
Kosciusko County,2009,10, IN
La Porte County,2009,10, IN
LaSalle County,2009,21, IL
Lackawanna County,2009,38, PA
Lafayette Parish,2009,26, LA
Lake County,2009,21, CA
Lake County,2009,32, FL
Lake County,2009,81, IL
Lake County,2009,30, IN
Lake County,2009,16, OH
Lancaster County,2009,10, NE
Lancaster County,2009,42, PA
Lane County,2009,75, OR
Lapeer County,2009,10, MI
Laramie County,2009,14, WY
Larimer County,2009,30, CO
Lawrence County,2009,10, AL
Le Flore County,2009,10, OK
Lee County,2009,10, AL
Lee County,2009,93, FL
Lehigh County,2009,47, PA
Lewis County,2009,11, WA
Lexington County,2009,22, SC
Liberty County,2009,16, TX
Licking County,2009,11, OH
Limestone County,2009,11, AL
Lincoln County,2009,15, NC
Linn County,2009,13, IA
Linn County,2009,12, OR
Litchfield County,2009,19, CT
Livingston County,2009,13, MI
Livingston Parish,2009,26, LA
Lorain County,2009,21, OH
Los Angeles County,2009,785, CA
Lubbock County,2009,18, TX
Lucas County,2009,28, OH
Luzerne County,2009,48, PA
Macomb County,2009,223, MI
Madison County,2009,27, AL
Madison County,2009,39, IL
Madison County,2009,33, IN
Madison County,2009,11, KY
Mahoning County,2009,27, OH
Manatee County,2009,74, FL
Maricopa County,2009,597, AZ
Marin County,2009,33, CA
Marion County,2009,53, FL
Marion County,2009,137, IN
Marion County,2009,29, OR
Martin County,2009,24, FL
Matanuska-Susitna Borough,2009,15, AK
McCurtain County,2009,10, OK
McHenry County,2009,31, IL
McLean County,2009,19, IL
McLennan County,2009,12, TX
Mecklenburg County,2009,50, NC
Medina County,2009,11, OH
Mendocino County,2009,12, CA
Merced County,2009,16, CA
Mercer County,2009,23, PA
Mesa County,2009,14, CO
Miami-Dade County,2009,155, FL
Middlesex County,2009,12, CT
Middlesex County,2009,162, MA
Middlesex County,2009,15, NJ
Milwaukee County,2009,167, WI
Missoula County,2009,14, MT
Mobile County,2009,50, AL
Mohave County,2009,51, AZ
Monroe County,2009,15, IN
Monroe County,2009,18, MI
Monroe County,2009,51, NY
Monroe County,2009,27, PA
Monterey County,2009,33, CA
Montgomery County,2009,11, AL
Montgomery County,2009,44, MD
Montgomery County,2009,92, OH
Montgomery County,2009,107, PA
Montgomery County,2009,15, TN
Montgomery County,2009,54, TX
Montgomery County,2009,12, VA
Morgan County,2009,28, AL
